B12E31E|Front Door Lock Switch - Interior General Electrical Failures Circuit resistance out of range;
B12E324|Front Door Lock Switch - Interior General Signal Failures Signal stuck high;
B12FD64|Front Door Unlock Feedback Algorithm Based Failures Signal plausibility failure;
B137811|Mirror Horizontal Position Sensor General Electrical Failures Circuit short to ground;
B137815|Mirror Horizontal Position Sensor General Electrical Failures Circuit short to battery or open;
B137C11|Mirror Vertical Position Sensor General Electrical Failures Circuit short to ground;
B137C15|Mirror Vertical Position Sensor General Electrical Failures Circuit short to battery or open;
B138211|Right Front Door Handle Proximity Sensor General Electrical Failures Circuit short to ground;
B138215|Right Front Door Handle Proximity Sensor General Electrical Failures Circuit short to battery or open;
B14D656|Parameter Software Front Door Module System Programming Failures Invalid / incompatible configuration;
B14F724|Passenger Door Handle General Signal Failures Signal stuck high;
B153C44|Front Door Control Unit System Internal Failures Data memory failure;
B153C45|Front Door Control Unit System Internal Failures Program memory failure;
B15E967|Deployable Door Handle - Deploy switch Algorithm Based Failures Signal incorrect after event;
B15EA67|Deployable Door Handle - Retract switch Algorithm Based Failures Signal incorrect after event;
B172B1C|Mirror Supply Voltage  General Electrical Failures Circuit voltage out of range;
B172E01|Front Cinch Motor   General electrical failure;
B172E15|Front Cinch Motor General Electrical Failures Circuit short to battery or open;
B172E19|Front Cinch Motor  General Electrical Failures Circuit current above threshold;
B172E63|Front Cinch Motor  Algorithm Based Failures Circuit / component protection time-out;
B172E67|Front Cinch Motor  Algorithm Based Failures Signal incorrect after event;
B173001|Front Power Release Motor   General electrical failure;
B173015|Front Power Release Motor  General Electrical Failures Circuit short to battery or open;
B173094|Front Power Release Motor  Component Failures Unexpected operation;
B173264|Front Door Presenter Motor  Algorithm Based Failures Signal plausibility failure;
B173401|Front Door Handle Motor   General electrical failure;
B173415|Front Door Handle Motor  General Electrical Failures Circuit short to battery or open;
B173419|Front Door Handle Motor  General Electrical Failures Circuit current above threshold;
B173424|Front Door Handle Motor General Signal Failures Signal stuck high;
B173464|Front Door Handle Motor  Algorithm Based Failures Signal plausibility failure;
B173A67|Front Door Secondary Latch Switch  Algorithm Based Failures Signal incorrect after event;
B173C29|Front Door Handle Feedback General Signal Failures Signal signal invalid;
B173E24|Front Door Power Release Switch General Signal Failures Signal stuck high;
B173E63|Front Door Power Release Switch Algorithm Based Failures Circuit / component protection time-out;
B174011|Front Central Lock Switch + Passenger Door Switch LED  General Electrical Failures Circuit short to ground;
B174015|Front Central Lock Switch + Passenger Door Switch LED  General Electrical Failures Circuit short to battery or open;
B17D867|Passenger Door Ajar Switch Algorithm Based Failures Signal incorrect after event;
B1A6811|Ambient Temperature Sensor General Electrical Failures Circuit short to ground;
B1A6815|Ambient Temperature Sensor General Electrical Failures Circuit short to battery or open;
B1C1101|Passenger Left/Right Mirror Motor  General electrical failure;
B1C1115|Passenger Left/Right Mirror Motor General Electrical Failures Circuit short to battery or open;
B1C1201|Passenger Up/Down Mirror Motor  General electrical failure;
B1C1215|Passenger Up/Down Mirror Motor General Electrical Failures Circuit short to battery or open;
U003788|Body CAN Bus Signal / Message Failures Bus off;
"U102268|ECU Quiescent Current Too High, No Network Communication Requested  Algorithm Based Failures Event information;"
U230055|Central Configuration System Programming Failures Not configured;
U230056|Central Configuration System Programming Failures Invalid / incompatible configuration;
U230057|Central Configuration System Programming Failures Invalid / Incompatible Software Component;
U27AA61|Corrupted Data Recieved in WinPosnReqSafe Algorithm Based Failures Signal calculation failure;
U2D8B61|Corrupted Data Recieved In IndcrOutSafe Algorithm Based Failures Signal calculation failure;
U30031C|Supply Voltage General Electrical Failures Circuit voltage out of range;
U300362|Supply Voltage Algorithm Based Failures Signal compare failure;
