U10AB00|Incompatible IP Bus Signal Received From VGM  ;
U10B000|VGM Not Connected On Ethernet  ;
U122000|FlexRay Cluster startup error  ;
U130486|LIN Bus #9 Bus Signal / Message Failures Signal invalid;
U132D1C|Center Console Switch Module (CCSM) General Electrical Failures Circuit voltage out of range;
U132D83|Center Console Switch Module (CCSM) Bus Signal / Message Failures Value of signal protection calculation incorrect;
U132D87|Center Console Switch Module (CCSM) Bus Signal / Message Failures Missing message;
U132D91|Center Console Switch Module (CCSM) Component Failures Parametric;
U132F1C|Drive Mode Switch Module (DMSM) General Electrical Failures Circuit voltage out of range;
U132F83|Drive Mode Switch Module (DMSM) Bus Signal / Message Failures Value of signal protection calculation incorrect;
U132F87|Drive Mode Switch Module (DMSM) Bus Signal / Message Failures Missing message;
U13461C|Rear Console Switch Module (RCSM) General Electrical Failures Circuit voltage out of range;
U134683|Rear Console Switch Module (RCSM) Bus Signal / Message Failures Value of signal protection calculation incorrect;
U134687|Rear Console Switch Module (RCSM) Bus Signal / Message Failures Missing message;
U141C02|Center Stack Display (CSD)  General signal failure;
U141C1C|Center Stack Display (CSD) General Electrical Failures Circuit voltage out of range;
U141C4B|Center Stack Display (CSD) System Internal Failures Over temperature;
U141D02|Passenger Side Display (PSD)  General signal failure;
U141D09|Passenger Side Display (PSD)  Component Failures;
U141D1C|Passenger Side Display (PSD) General Electrical Failures Circuit voltage out of range;
U141D4B|Passenger Side Display (PSD) System Internal Failures Over temperature;
U141D87|Passenger Side Display (PSD) Bus Signal / Message Failures Missing message;
U143E02|Console Switch Display Module (CSDM)  General signal failure;
U143E09|Console Switch Display Module (CSDM)  Component Failures;
U143E1C|Console Switch Display Module (CSDM) General Electrical Failures Circuit voltage out of range;
U143E4B|Console Switch Display Module (CSDM) System Internal Failures Over temperature;
U143E87|Console Switch Display Module (CSDM) Bus Signal / Message Failures Missing message;
U146283|Infotainment Head Unit (IHU) Bus Signal / Message Failures Value of signal protection calculation incorrect;
U146284|Infotainment Head Unit (IHU) Bus Signal / Message Failures Signal below allowable range;
U1C0088|IHU Infotainment Bus Signal / Message Failures Bus off;
U210000|Initial Configuration Not Complete  ;
U230000|Central Configuration  ;
U230055|Central Configuration System Programming Failures Not configured;
U230056|Central Configuration System Programming Failures Invalid / incompatible configuration;
U2E0000|Ambient Temperature Too High  ;
U2E0168|Ambient Temperature Too Low Algorithm Based Failures Event information;
U2E0368|ECU Supply Voltage Too High  Algorithm Based Failures Event information;
U2E0468|ECU Supply Voltage Too Low Algorithm Based Failures Event information;
U300362|Supply Voltage Algorithm Based Failures Signal compare failure;
